41.53787411,13.58076032,9.879152144,7.979131285,27.02308214
40.30171309,13.4523882,9.957797209,7.654461897,28.63363961
40.88008588,12.7049531,9.2348441,7.765604657,29.41451227
41.91237534,13.13340971,8.353971355,7.058597883,29.54164572
45.42029241,12.70718158,7.595205228,5.647687757,28.62963303
47.33875596,15.42962697,7.134141472,5.030931871,25.06654373
47.09919474,15.38764274,10.01678455,5.343973358,22.15240462
49.40165812,13.92190864,10.06713475,7.003411939,19.60588655
49.17290647,16.87732091,8.708620016,6.811646627,18.42950598
49.58383962,16.19362928,9.983055084,5.782082013,18.457394
50.30429162,15.48572131,9.643899558,6.989663754,17.57642376
48.53636579,16.23191511,8.955724312,7.391189878,18.88480491
50.33607324,16.23358933,8.276545591,5.92407061,19.22972123
46.49842739,19.65112887,8.84573656,6.092134895,18.91257229
47.91672732,15.49366786,11.18201229,6.335404985,19.07218755
47.87286428,14.67003411,9.204653686,8.182935956,20.06951197
51.58170948,14.17519475,7.407692708,5.958647549,20.87675551
50.02362218,18.3178838,7.650015,4.744135168,19.26434385
48.24545981,16.92567257,10.5953668,5.279190423,18.95431039
49.24594788,13.81128034,9.715470589,7.314093803,19.91320739
50.1651242,15.41853509,8.268619922,6.465482773,19.68223802
50.27392997,14.46910857,10.07767508,5.202946621,19.97633976
52.41672333,14.80476757,9.402645794,6.130283693,17.2455796
55.68907208,15.84382384,7.961582572,5.467981032,15.03754048
66.22115329,14.83990168,5.468670272,3.159385892,10.31088887
63.98915462,19.2315913,5.419609363,2.306071368,9.053573345
60.54496994,21.17128272,8.507495206,2.459193808,7.317058323
59.90758631,19.41926387,11.88965114,4.181360304,4.602138377
65.05084113,17.31808057,8.867502077,5.172920847,3.590655373
66.7291257,17.91762239,8.115866736,3.904772746,3.332612432
61.97099347,20.50807962,9.058567206,4.731301783,3.731057912
63.15286274,18.00355694,9.942639156,4.55513302,4.345808144
64.84859395,19.04160135,7.775572583,4.797142789,3.537089336
